id,name,description,price,category,image_url,rating,review_count,brand,prime_eligible,features,reviews
B0C2VCWPGY,VILTROX 24mm F1.8 f/1.8 FE Full-Frame Wide-Angle Prime Autofocus Lens for Sony E-Mount Camera a7R4 A7III A7S2 A5100 A6600 A6500 A6400 A6300 A6000 A7RIV A7RIII A7SIII A7III A7RII A7II A7S A7R A7,VILTROX 24mm F1.8 f/1.8 FE Full-Frame Wide-Angle Prime Autofocus Lens for Sony E-Mount Camera a7R4 A7III A7S2 A5100 A6600 A6500 A6400 A6300 A6000 A7RIV A7RIII A7SIII A7III A7RII A7II A7S A7R A7,379.0,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0C2VCWPGY,3.9,16,VILTROX,True,"[""\ud83c\udf3cVILTROX FE 24mm lens weighs in at only 12 oz (340g), it's compact, lightweight design enhances portability and mobility thanks to the combination of optical design utilizing two XA elements and STM A"", ""\ud83c\udf3cThe lens is equipped with metal electronic contacts,supports EXIF information transmission, electronic automatic iris adjustment,can record digital photo attribute information and shooting data."", ""\ud83c\udf3cIt has a high-precision STM system that ensures exceptionally fast and accurate AF performance, very minimal focus breathing not just great for video but also for focus stacking,boasts optical design"", ""\ud83c\udf3cBuild in USB port for firmware to reach a compatibility for the newest cameras model and supports EXIF information transmission"", ""\ud83c\udf3cComes with steady, fast and smooth AUTO FOCUS,Which can capture the high speed moving objects,widely compatible with Full Frame camera A7III A7RIII A7RII A7II etc,after installing Sony camera.""]",[]
B093N94GPG,Polaroid Originals Now Viewfinder i-Type Instant Camera (White) Bundle with Color and B and W Instant Film and Reusable Vintage Photo Accessory (4 Items),"Polaroid Originals Now Viewfinder i-Type Instant Camera Polaroid’s new point-and-shoot analog instant camera has all you need to catch every life moment in an original Polaroid photograph. Now with autofocus, it’s simple to capture moments as you see them, so you can relive them forever in sharp, vivid color. Frame two moments in one with double exposure, or get yourself in the picture with self-timer and an accurate flash to make everyone look like they should. Simplicity Meets Functionality The Now takes simplicity and adds greater creative control, clean design, and vibrant color to make it",179.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B093N94GPG,4.8,48,Polaroid Originals,True,"[""Bundle Includes: Polaroid Originals Now Viewfinder i-Type Instant Camera (White) with Polaroid Originals Color Instant Film for i-Type Cameras (8 Exposures), Polaroid B and W Film for i-Type Cameras a"", ""Polaroid Originals Now Viewfinder i-Type Instant Camera: This analog instant camera comes with autofocus to help you catch life as you live it in that iconic Polaroid instant film format."", ""Autofocus 2\u2011lens system: The Polaroid Now decides which lens is suitable, so you get beautiful portraits in more places, more often \u2014 even without the flash."", ""Built\u2011in double exposure: Get two frames in the one Polaroid photograph. Dreamy, artistic, and ready to add some drama to your photography."", ""Self\u2011timer: In just one tap, you\u2019ve got 9 seconds to gather your friends and smile.""]",[]
B07QF5117Q,"NVIDIA NVS 310 by PNY 1 GB DDR3 PCI Express Gen 2 x16 DisplayPort 1.2 Multi-Display Professional Graphics Board, VCNVS310DP-PB (Renewed)","This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.",34.98,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B07QF5117Q,4.2,17,Amazon Renewed,True,"[""Chipset: NVIDIA NVS 310"", ""Video Memory: 512MB GDDR3"", ""Memory Interface: 64-bit"", ""Bus: PCI-Express 2.0 x16"", ""Max. Resolution: 2560 x 1600"", ""Connectors: 2x Display Port""]",[]
B094C5ZN1M,"luo Cherry MX RGB Switch Mute Pink Switch Mute Gray Switch Genuine German Cherry Switch (10PCS, Cherry RGB Mute Gray Switch)","Cherry powder: a quiet version of cherry red, commonly referred to as cherry powder Cherry gray: a quieter version of cherry black, usually called cherry gray",13.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B094C5ZN1M,4.0,12,LUO,True,"[""This link is only the shaft and switches for mechanical keyboard,no keyboard and switch tester included."", ""Pls note: This switches can be used with PCB smd led,such as GK61 GK64 mechanical edition."", ""GK61 optical keyboard can't use it.Optical keyboard need optical switches"", ""2 pin 4 pin switch led can't be used directly with this switches,such as 2x3x4 and 3mm and 1.8mm leds"", ""SMD switches uses together with SMD RGB PCB,the effect is much better than normal switches"", ""Note: During the delivery process, the pins of the switch may touch and bend. This is inevitable. The bent pin can be straightened with nail clippers, which will not affect normal use.""]",[]
B01MG5L0H0,AntennaMastsRus - Made in USA - 4 Inch Black Aluminum Antenna is Compatible with Audi Allroad (2001-2005),"This is a ""BRAND NEW"" Custom SHORT 4"" Black Aluminum Antenna Mast. Sick of a Broken/Bent antenna or the obnoxiously tall un-stylish antenna your vehicle comes with?? Then this is the custom solution for you! This antenna is Manufactured and Anodized right here in Wisconsin!! Our experience with fit and finish is: If you want it done right, you must do it yourself! No one beats U.S.A Quality, PERIOD! This antenna is made of 6061 grade aluminum construction and finished with a durable Anodized Coating. The anodized coating cannot peel or flake off. It is part of the metal and gives the aluminum ",22.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B01MG5L0H0,4.3,7,AntennaMastsRus,True,"[""Fits: 2001-2005 Audi Allroad"", ""4\"" BLACK Aluminum Antenna - Manufactured and Anodized here in our HOME state, Wisconsin!!!"", ""Manufactured with CARE and PRIDE using state of the art Swiss machines. Using the finest machines allows for consistent perfection of every antenna that we produce. First we manufacture our antennas f"", ""Installation of our antenna is simple. Only tool required is one to remove your current antenna. Installation is typically completed in minutes."", ""Antennas main design is for appearance enhancements. AM/FM reception performance may decrease. If your geographical location is challenging for this antenna upon install, utilize our hassle free retur""]",[]
B0178F72E6,HP Elitebook 8560W New Replacement LCD Screen for Laptop LED HD Matte,This is a compatible replacement screen for the model listed in the title.,63.33,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0178F72E6,4.7,4,HP,True,[],[]
B0822SL7JX,"May Chen Compatible with MacBook Pro 16 inch Case 2020 2019 Release A2141 with Touch Bar&Touch ID, Plastic Hard Shell Case with Keyboard Cover + Screen Protector, Abstract Leaves","May Chen High Quality Plastic Hard Shell Case & Keyboard cover and Screen protector and Dust plug Designed ONLY to be compatible with 2019 Release For Macbook Pro 16 inch Model:A2141. Please kindly check the model number """"A1xxx""""on the bottom of the notebook before you purchase, make sure you choose the exact same model number as the listing title stated ""A2141"". Features - Protects your Mac book from accidental hard knocks and scratches Fully access to all buttons and features - Plug your charger, cable or headset without removing the case - Simple clip-on/off design without the added risk o",26.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0822SL7JX,4.5,649,May Chen,True,"[""\u3010 COMPATIBLE WITH \u3011 Designed to Fits Perfectly New For MacBook Pro 16 inch with Retina Display A2141 2019 Release,Please kindly check model number \""A1xxx\""on the back of the for MacBook before your pur"", ""\u3010 WARNING \u3011 This case is NOT compatible with previous generation For MacBook 11 12 13 15 inch. Please kindly check the model number \""A1xxx\"" on the back of the notebook before your purchase, make sure "", ""\u3010 PLASTIC HARD CASE MATERIAL \u3011 Smooth Soft-Touch Finish ,Hard Shell Case with Rubber oil Paint for Rich Silky-smooth Soft-touch while Protecting your for MacBook from everyday scrapes and scratches."", ""\u3010 FUNCTION \u3011 Snap on design, easy on and off,Fully vented for heat disbursement,Fully access to all ports and features, plug your charger, cable or headset without removing the case"", ""\u3010 CUSTOMER SERVICE \u3011Our Professional Service Team will solve your problems to ensure your complete satisfaction in 24 hours.Just CLICK INTO May Chen to contact us if you need anything such as replacem""]","[{""reviewer_name"": ""Customer JRF3A"", ""rating"": 5.0, ""title"": ""Great fit for New Mac Pro 16\"""", ""body"": ""Item received quickly everything was included; Screen saver and keyboard cover/protector."", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer E2T5A"", ""rating"": 5.0, ""title"": ""The cutest MacBook case!"", ""body"": ""You get compliments on this case all the time. It is the cutest! I\u2019ve had it for the past three years and it only has a few dings and cracks. Durable for the most part, unless you\u2019re like me and are always dropping your MacBook. I\u2019d buy again!"", ""verified_purchase"": true, ""helpful_votes"": 0}]"
B09M7TH3YC,"Wenlaty Case Compatible with iPad 9th /8th /7th Generation Case(2021/2020/2019), Full Body Protective with Pencil Holder, Designed for iPad 10.2 Inch, Auto Sleep/Wake Cover, Sky Blue","Wenlaty Case Compatible with iPad 9th /8th /7th Generation Case(2021/2020/2019), Full Body Protective with Pencil Holder, Designed for iPad 10.2 Inch, Auto Sleep/Wake Cover, Sky Blue",19.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B09M7TH3YC,4.7,1915,Wenlaty,True,"[""\ud83d\ude0aDesigned for iPad 9th/8th/7th Generation: Protective case compatible with iPad 10.2 inch 2021/2020/2019, 9th/8th/7th Generation (Compatible Model: A2602 / A2603 / A2604 / A2605 / A2270 / A2428 / A242"", ""\ud83d\udc49Premium-Quality & Perfect Fitness: This case is made of premium leather, giving it a luxurious appearance. It has a stitched interior lining that will protect your iPad, while the exterior provides a"", ""\u2600\ufe0fAutomatic Sleep/Wake: Don't need to touch a button to turn on your iPad. It automatically wakes up as soon as you open the cover. Automatically put it to sleep as soon as you close the cover, too. T"", ""\ud83d\udc9fBuilt-in Pencil holder: This case is specially designed to hold your pencil and features a hidden slot that allows you to take it with you wherever you go. (Note: Pencil is not included)"", ""\ud83c\udf3bComfortable Use: Featuring a trifold design that allows for two positions. In its 30\u00b0 angle mode, the case can be used daily for both computer use and typing. When adjusted to a 65\u00b0 angle, it is idea"", ""\ud83d\ude0dCrystal Hard PC Backshell: Made of clear hard PC backshell, whick looks like beautiful crystal. It can protect your iPad, meanwhile it can show the orignal beauty of your iPad""]","[{""reviewer_name"": ""Customer AT3RA"", ""rating"": 4.0, ""title"": ""Useful"", ""body"": ""The item\u2019s color is nice no issues with it so far so good"", ""verified_purchase"": true, ""helpful_votes"": 1}, {""reviewer_name"": ""Customer JBOMQ"", ""rating"": 4.0, ""title"": ""Just ok"", ""body"": ""This was a gift for my hubby. I have a much better iPad case but that brand was no longer available. This one is not quite as strong or snug but it works. Our only complaint is that there is no slot for the charging extension of the pencil. My case had that but not this one."", ""verified_purchase"": false, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer A6SIQ"", ""rating"": 5.0, ""title"": ""I like the color that\u2019s exactly what I wanted"", ""body"": ""I like the color that\u2019s exactly what I wanted"", ""verified_purchase"": true, ""helpful_votes"": 0}]"
B07VJXK7BV,"Ares Vision Universal mounting CCTV Security Camera Wall Junction Box Bracket with Hidden Compartment (1 Pack, Wall Dome)","Ares Vision Universal mounting CCTV Security Camera Wall Junction Box Bracket with Hidden Compartment (1 Pack, Wall Dome)",13.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B07VJXK7BV,3.9,96,ARES VISION,True,"[""<b><p>\u2714 STRONG ABS PLASTIC: </b> Made with a ultra strong ABS plastic, these brackets will with stand the weight of all cameras. With the added benefit of working with a convenient material."", ""<b><p>\u2714 BUILT IN HIDDEN COMPARTMENT: </b> Brackets had built in hidden compartments that allow you to hide POE adapters, DC connectors and most Video connections with in the stand itself.."", ""<b><p>\u2714 UNIVERSAL MOUNTING PATTERN: </b> experience the convenience and ease of this patented universal mounting pattern, that will work with virtually any dome and turret screw hole alignment.""]",[]
B00FSTW88K,Centon Electronics Flash Memory Card (S1-SDHU1-32G),"Product Description Centon 32GB SDHC UHS-1. Using the latest in memory technologies and design, Centon brings quality, reliable storage products for you to enjoy and depend on. Manufacturer Contact Information support@otmessentials.com",8.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B00FSTW88K,4.8,4,Centon,True,"[""Memory for phone, tablets, and digital cameras/camcorders"", ""R/W: 80/20"", ""Memory for phone, tablets, and digital cameras/camcorders"", ""R/W: 80/20"", ""5 Year Warranty""]",[]
